customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Label
3440,1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,2,71.5,4576.3,0,No
6517,1,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,3,54.65,189.1,0,No
2643,1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,1,19.2,908.15,0,No
5265,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,49.8,49.8,0,No
283,1,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,3,25.5,215.2,1,Yes
5843,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.5,1500.95,0,No
5270,1,0,1,1,55,1,2,1,0,0,2,0,2,0,0,1,1,90.4,5099.15,0,No
3903,0,0,0,0,70,1,2,1,0,2,2,2,0,0,1,1,0,90.25,6385.95,0,No
5802,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.75,159.45,1,Yes
5989,1,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,0,104.6,6885.75,0,No
6759,1,0,1,0,65,1,2,1,0,2,0,0,2,0,0,1,0,91.85,5940.85,1,Yes
6156,1,0,1,0,14,1,0,0,0,0,2,0,0,0,0,0,1,50.2,668.85,0,No
380,0,0,1,1,20,1,2,1,0,0,2,2,0,2,0,1,0,95.5,1916.2,0,No
3556,1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,2,75.35,75.35,1,Yes
4115,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.45,75.45,1,Yes
480,0,0,1,1,49,1,2,1,0,0,0,0,2,2,0,1,0,95.4,4613.95,0,No
13,0,0,0,0,72,1,2,1,2,2,2,0,2,0,2,1,0,101.3,7261.25,0,No
3976,0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,2,53.1,2459.8,0,No
2622,1,0,0,0,24,1,2,1,0,2,2,0,0,0,0,1,0,84.85,2048.8,0,No
4149,0,0,1,1,5,0,1,0,0,2,0,2,0,0,0,0,2,34.25,163.55,0,No
4126,0,0,1,1,33,1,2,1,0,2,2,2,0,0,0,0,1,88.6,2888.7,0,No
3091,0,0,0,0,42,1,2,0,2,2,0,0,0,0,1,1,0,60.15,2421.6,0,No
2445,1,0,0,0,23,1,0,1,2,0,2,0,2,2,1,1,1,99.95,2292.75,0,No
5640,1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,70.7,553.4,0,No
1666,1,0,0,0,66,1,0,0,2,2,0,0,0,0,1,1,3,54.8,3465.7,0,No
2769,1,0,0,0,24,1,0,0,2,0,0,0,0,0,0,1,0,49.55,1210.4,1,Yes
2608,1,1,0,0,24,1,2,0,0,2,0,0,0,0,0,0,1,54.8,1291.3,0,No
381,1,0,0,0,69,1,2,0,2,2,2,2,0,2,1,1,1,78.6,5356.45,1,Yes
3866,0,0,0,0,53,1,0,1,0,2,2,0,2,2,1,1,3,100.3,5200.8,0,No
3591,0,0,0,0,60,0,1,0,2,0,2,0,2,2,2,0,2,53.6,3237.05,0,No
3863,0,0,1,0,7,1,0,1,0,0,0,0,2,0,0,1,2,81.1,576.65,1,Yes
3080,0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,1,19.35,433.75,0,No
5594,0,0,1,1,23,1,2,1,0,0,0,0,0,2,0,0,2,85.6,1868.4,0,No
6803,1,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,2,80.8,5728.55,0,No
694,1,0,1,0,11,1,2,1,0,0,0,0,0,0,0,1,2,74.95,825.7,1,Yes
3288,1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,390.4,0,No
6670,1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.55,93.55,1,Yes
4027,1,1,0,0,31,1,2,1,0,2,0,0,2,0,0,1,2,90.7,2845.15,0,No
404,0,0,0,0,57,1,0,0,0,2,2,2,2,0,2,0,3,69.75,3894.4,0,No
1501,0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,1,0,20.0,886.4,0,No
1317,1,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,95.25,1021.55,0,No
226,0,0,1,0,58,1,2,1,0,0,2,2,2,2,0,1,1,102.1,5885.4,1,Yes
2223,1,0,0,1,14,1,0,2,1,1,1,1,1,1,0,0,3,19.95,268.4,0,No
5203,1,0,1,0,27,1,2,0,2,0,0,2,2,2,1,0,3,80.85,2204.35,0,No
3047,0,0,1,1,14,1,2,1,0,2,0,0,0,2,0,1,0,90.9,1259.0,1,Yes
6278,0,0,1,1,12,0,1,0,0,2,0,0,0,0,0,0,3,29.2,309.1,1,Yes
5466,0,0,1,1,69,1,2,1,0,2,0,2,0,2,2,1,0,93.3,6398.05,0,No
3846,0,0,1,1,25,1,0,1,0,2,2,0,2,0,0,1,0,89.15,2257.75,1,Yes
2390,1,1,1,0,58,1,2,1,2,2,2,0,2,2,1,1,2,108.85,6287.25,1,Yes
6956,0,0,1,1,35,0,1,0,2,0,0,2,2,0,2,1,1,46.35,1662.05,0,No
3137,0,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.75,1350.15,1,Yes
409,1,0,1,1,45,1,2,0,0,2,2,0,2,2,1,0,1,78.75,3600.65,0,No
2343,0,0,0,0,17,1,0,1,0,2,0,0,2,0,0,1,2,83.55,1329.15,0,No
6916,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,45.7,1,Yes
5683,1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,19.6,422.5,0,No
5667,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.95,69.95,1,Yes
7030,1,0,1,1,67,1,0,0,2,0,2,2,0,2,2,0,3,67.85,4627.65,0,No
165,0,0,1,1,67,1,2,1,0,0,2,2,2,2,2,1,0,105.65,6717.9,0,No
5395,0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,44.6,97.1,1,Yes
2703,1,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1710.45,1,Yes
4985,0,1,0,0,9,1,0,1,0,0,2,0,0,0,0,0,1,75.5,637.4,0,No
2790,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.15,117.95,0,No
10,1,0,0,0,54,0,1,0,2,0,0,2,2,0,2,0,1,45.2,2460.55,0,No
995,0,0,0,0,57,1,0,1,0,0,2,0,2,2,2,1,2,95.25,5464.65,1,Yes
6034,1,0,0,0,24,1,2,1,0,0,2,0,2,0,0,1,3,89.85,2165.05,1,Yes
6448,0,0,1,1,49,1,2,1,0,2,0,0,2,2,1,0,3,100.45,4941.8,1,Yes
131,1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2,47.15,223.15,1,Yes
5737,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.2,181.1,1,Yes
6622,0,0,0,1,4,1,2,1,0,0,2,2,0,0,0,1,3,87.1,341.45,1,Yes
5418,1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,1,0,79.25,5731.85,0,No
2139,1,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,0,75.9,357.75,1,Yes
1031,1,0,1,1,53,1,2,0,2,0,2,2,2,2,0,0,2,85.7,4616.1,0,No
4845,0,0,1,0,47,1,2,1,2,2,2,0,2,0,0,1,2,98.75,4533.7,1,Yes
5200,0,0,0,1,31,1,0,2,1,1,1,1,1,1,1,0,1,20.1,589.25,0,No
3074,1,0,1,1,13,1,0,0,0,2,2,2,0,0,0,0,0,61.8,750.1,0,No
3638,0,0,1,1,28,1,2,0,0,0,0,0,0,0,0,0,3,49.9,1410.25,0,No
6251,0,0,0,0,10,1,2,1,0,0,0,0,0,2,0,0,2,86.45,830.85,1,Yes
737,1,0,1,0,38,1,0,2,1,1,1,1,1,1,2,0,0,20.4,743.5,0,No
5017,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.3,45.3,1,Yes
5457,1,0,1,0,67,1,2,1,0,2,2,0,2,2,1,0,2,104.1,7040.85,1,Yes
1746,1,0,1,0,52,1,0,0,2,2,0,0,2,2,1,1,3,75.4,3865.45,0,No
102,1,0,1,1,62,1,0,1,2,2,2,2,2,2,2,0,3,108.15,6825.65,0,No
4239,0,0,0,0,16,1,0,1,0,2,0,0,0,2,0,1,2,86.25,1340.1,0,No
3351,0,1,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.0,371.65,1,Yes
5875,1,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,2,95.7,1184.0,0,No
1028,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,116.85,8477.7,0,No
192,1,1,0,0,71,1,2,1,0,2,0,2,2,2,1,0,0,105.75,7382.85,0,No
2653,0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,20.15,456.85,0,No
3099,0,0,0,0,15,1,0,2,1,1,1,1,1,1,2,0,3,19.6,331.6,0,No
4589,1,0,1,0,67,1,0,1,2,2,0,0,0,2,1,1,1,90.6,6056.15,1,Yes
2152,1,0,0,1,2,1,2,0,2,2,0,0,0,0,0,0,0,60.95,134.6,0,No
3794,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,3,25.05,125.5,0,No
2635,0,0,1,0,15,1,0,1,0,0,0,0,2,2,0,0,2,88.15,1390.6,1,Yes
5888,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,20.2,1,Yes
6833,1,0,1,1,41,1,0,0,2,2,2,0,0,0,1,1,0,60.3,2511.3,0,No
5749,0,0,0,1,43,1,0,0,2,2,0,0,0,2,0,1,2,63.95,2737.05,0,No
6191,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,74.3,74.3,0,No
5889,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,70.6,0,No
6468,0,0,1,1,26,1,0,1,0,0,0,0,2,2,0,1,2,90.8,2361.8,1,Yes
4457,1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,79.35,1730.35,1,Yes
5238,1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,90.55,6404.0,0,No
2472,1,0,0,0,7,1,0,2,1,1,1,1,1,1,2,0,3,19.45,165.35,0,No
5221,0,1,0,0,28,1,2,0,0,2,2,2,0,0,0,0,0,64.45,1867.6,0,No
4637,1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2,69.65,1043.3,0,No
1748,1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.5,128.6,0,No
5313,0,0,0,0,69,1,2,1,0,2,2,2,2,2,2,1,0,110.5,7455.45,0,No
1741,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,24.7,24.7,0,No
6020,1,0,0,0,3,1,0,0,2,0,2,0,2,2,0,1,2,77.4,206.15,0,No
7009,1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,0,96.8,2030.3,1,Yes
802,0,0,1,0,69,1,2,1,0,2,2,0,0,0,0,1,0,85.4,5869.4,0,No
3426,0,0,1,0,71,0,1,0,2,2,2,2,0,0,2,1,0,47.6,3377.8,0,No
3792,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,3,19.4,1346.2,0,No
1372,0,0,0,0,48,1,2,1,0,0,2,2,2,2,0,1,2,103.85,4946.05,0,No
4369,1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,0,83.35,4065.0,1,Yes
6841,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,2,49.4,106.55,1,Yes
834,1,0,0,0,45,1,2,1,2,0,2,2,2,2,0,1,1,108.45,4964.7,0,No
2899,1,0,0,0,51,1,2,1,0,2,0,0,0,0,0,0,0,81.0,4085.75,0,No
1480,0,0,1,0,22,1,2,0,2,0,0,2,2,2,0,1,2,79.2,1742.75,1,Yes
511,1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,86.65,6224.8,0,No
5289,1,0,1,1,37,1,2,1,0,2,2,0,2,0,0,1,2,92.95,3415.25,0,No
3722,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.35,6325.25,0,No
3493,1,0,1,1,7,1,0,0,0,0,2,0,0,0,0,0,2,48.7,340.25,1,Yes
5663,0,0,0,0,66,1,2,2,1,1,1,1,1,1,2,1,1,25.15,1683.6,0,No
5551,1,0,1,1,51,1,0,0,2,0,0,2,2,2,1,1,0,76.4,3966.3,0,No
5014,0,0,1,1,30,1,0,2,1,1,1,1,1,1,1,0,0,19.55,608.5,0,No
3636,0,0,0,0,34,1,2,1,0,0,0,0,2,0,0,0,2,85.35,2896.6,0,No
1251,1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.8,1514.85,0,No
3402,1,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,0,103.15,6792.45,0,No
6400,1,0,0,0,47,1,2,1,2,2,0,2,2,0,0,0,3,100.75,4669.2,0,No
4499,0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.6,95.6,1,Yes
6074,0,0,0,0,49,1,2,0,2,2,0,0,0,0,0,1,1,59.75,2934.3,1,Yes
2361,0,0,1,1,67,1,2,1,0,2,0,2,2,0,2,0,1,94.1,6302.8,0,No
4236,1,0,0,1,39,1,0,2,1,1,1,1,1,1,1,0,0,19.35,779.2,0,No
2127,1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,3,19.9,283.75,0,No
4375,0,1,0,0,43,1,0,1,2,2,0,2,2,2,0,1,1,108.15,4600.7,1,Yes
5600,1,1,0,0,56,1,2,1,0,0,2,0,2,2,0,1,2,101.05,5594.0,0,No
5124,0,0,0,0,14,1,0,0,0,0,0,2,0,2,1,0,1,59.1,772.85,0,No
2215,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,71.35,71.35,1,Yes
5491,1,0,1,1,16,1,0,0,2,2,0,0,0,0,1,1,3,55.85,857.8,0,No
4095,1,0,1,1,70,1,2,1,2,2,0,0,2,2,0,1,2,106.05,7554.05,0,No
6976,1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,84.1,5981.65,0,No
4192,0,0,1,1,23,1,0,1,0,0,2,0,0,0,0,1,1,75.3,1702.9,0,No
2427,1,0,0,1,21,1,2,2,1,1,1,1,1,1,0,0,3,24.7,467.15,0,No
3446,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.15,20.15,1,Yes
734,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,69.75,69.75,1,Yes
5881,0,1,1,0,32,1,2,1,0,0,0,0,2,2,0,1,2,93.2,2931.0,1,Yes
2044,1,0,1,1,17,1,0,1,0,0,0,0,2,0,0,0,2,80.85,1400.85,1,Yes
2675,0,0,0,0,4,0,1,0,2,2,0,0,0,0,0,1,2,33.65,137.85,1,Yes
4813,0,0,0,0,36,1,2,0,0,0,2,0,0,0,1,0,2,55.8,1941.5,0,No
2757,0,0,0,0,50,0,1,0,0,2,2,2,0,0,2,0,1,39.7,1932.75,0,No
4720,0,0,1,1,48,0,1,0,0,0,0,2,0,0,0,1,1,29.5,1423.05,0,No
6314,0,0,0,1,50,1,0,2,1,1,1,1,1,1,2,0,1,20.15,970.85,0,No
1539,1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,0,1,79.55,5810.9,0,No
3937,1,0,0,1,10,1,2,2,1,1,1,1,1,1,0,0,1,24.8,223.9,0,No
717,0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.65,391.7,0,No
6539,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.95,79.95,1,Yes
522,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.3,19.3,1,Yes
5738,1,0,0,0,9,1,0,1,0,0,2,0,2,2,0,1,2,94.05,811.65,0,No
2897,1,0,0,0,2,1,2,1,2,0,0,0,0,2,0,0,3,90.75,174.75,0,No
1482,0,0,1,0,40,1,2,1,0,0,0,2,0,0,0,1,1,78.85,3126.85,0,No
4405,1,0,1,0,69,1,2,1,0,0,2,0,2,2,1,0,0,99.5,6841.45,0,No
1457,0,0,1,0,37,1,2,1,2,0,2,2,0,2,1,1,2,99.2,3754.6,1,Yes
2017,1,0,0,1,18,1,2,1,0,0,2,0,0,0,0,1,1,80.55,1406.65,0,No
5112,1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,2,70.2,834.7,0,No
2169,0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,1,85.2,627.4,1,Yes
629,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,75.25,242.0,1,Yes
3160,1,0,1,1,55,1,0,0,2,0,0,0,0,2,1,0,1,59.45,3157.0,0,No
5256,1,0,1,0,33,1,2,1,0,2,2,0,0,2,0,1,2,93.35,3092.0,0,No
574,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,44.95,2168.9,0,No
2452,1,0,0,0,34,1,2,2,1,1,1,1,1,1,2,0,0,26.1,980.35,0,No
2625,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,20.2,65.95,0,No
2348,1,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,21.25,711.9,0,No
5934,0,0,0,0,33,1,2,0,2,0,0,2,0,0,1,0,2,59.4,1952.8,0,No
5387,1,0,1,1,45,1,2,1,0,2,2,0,0,2,1,1,1,95.0,4368.85,0,No
5465,1,0,0,0,40,1,0,0,2,2,0,2,0,0,0,1,3,61.9,2647.1,0,No
6334,0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,1,2,118.65,8477.6,0,No
3030,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,54.35,54.35,1,Yes
2900,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,0,0,64.45,4528.0,0,No
6875,0,0,1,1,22,1,0,1,0,0,0,0,0,2,0,1,2,80.15,1790.65,0,No
6899,1,0,1,1,46,1,0,2,1,1,1,1,1,1,1,1,0,20.2,845.6,0,No
4088,0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,21.0,1210.3,0,No
458,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.45,20.45,0,No
2888,0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,1,3,75.85,854.45,0,No
6226,1,0,0,0,31,1,2,1,0,2,0,0,0,0,0,1,2,80.45,2429.1,0,No
5531,1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,2,24.95,100.4,1,Yes
5891,0,0,1,1,67,1,2,0,2,0,0,0,2,2,2,1,2,75.5,5229.45,0,No
4135,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.45,44.45,0,No
5691,1,0,1,0,40,0,1,0,2,2,2,0,0,0,1,1,2,42.35,1716.45,1,Yes
796,1,0,1,1,41,1,2,0,2,2,2,0,2,0,0,1,1,74.55,3023.55,0,No
6880,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.3,75.3,1,Yes
6308,1,0,0,0,51,1,2,1,2,2,0,0,2,0,1,1,2,94.8,4837.6,1,Yes
4007,1,0,1,1,42,0,1,0,2,0,2,2,2,0,2,0,1,48.15,2032.3,0,No
4304,1,0,1,1,23,1,0,2,1,1,1,1,1,1,1,0,3,19.65,436.9,0,No
5707,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.55,70.55,1,Yes
6326,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15,0,No
2813,0,0,0,0,56,1,2,1,2,2,0,0,2,2,0,1,1,106.6,5893.95,0,No
950,1,0,0,1,15,1,2,1,0,2,0,0,2,0,0,1,2,91.0,1430.05,0,No
6065,1,0,1,1,12,1,2,2,1,1,1,1,1,1,2,1,0,25.4,313.0,0,No
4450,0,0,1,1,54,1,0,0,2,0,2,2,0,2,2,0,0,69.95,3871.85,0,No
5784,0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,1,2,66.85,458.1,0,No
2103,0,0,1,1,33,1,2,1,0,0,0,0,0,2,0,0,1,86.15,2745.7,1,Yes
4709,1,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,20.15,341.35,0,No
2949,0,0,0,1,21,1,0,0,2,0,2,0,0,2,1,0,3,64.85,1336.8,0,No
2853,1,1,1,0,30,1,2,0,0,0,2,0,2,2,2,0,2,74.85,2181.75,0,No
1196,1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.5,147.75,0,No
957,1,0,0,0,11,1,0,1,0,0,2,0,0,0,0,0,2,72.9,818.45,0,No
6274,0,0,0,0,62,1,2,1,2,2,2,2,2,2,1,1,1,115.05,7133.45,0,No
1358,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,2,19.0,348.8,0,No
925,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.55,128.6,0,No
1353,0,0,0,0,46,1,2,1,0,0,2,0,2,2,1,1,2,101.1,4674.4,0,No
3983,1,0,0,0,21,1,2,1,0,0,0,0,0,2,0,1,2,84.1,1737.45,0,No
1752,1,0,0,0,68,1,2,2,1,1,1,1,1,1,2,1,0,24.15,1498.85,0,No
149,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.1,50.1,0,No
5650,0,0,1,0,25,1,0,1,0,0,2,0,0,0,0,1,2,74.6,1797.75,0,No
3025,0,0,0,1,24,1,0,2,1,1,1,1,1,1,2,0,3,19.75,498.1,0,No
357,0,0,1,0,30,1,2,1,0,0,0,0,0,2,0,1,2,85.0,2624.25,1,Yes
1884,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.55,184.1,1,Yes
1210,1,0,1,0,51,1,2,1,0,2,2,0,2,2,1,1,0,106.8,5498.8,0,No
6536,0,0,1,1,57,1,2,0,2,0,2,2,2,2,2,1,2,84.5,4845.4,0,No
5670,0,0,0,0,15,1,2,2,1,1,1,1,1,1,2,0,0,25.05,369.1,0,No
5038,0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,1,0,83.7,6096.9,0,No
3641,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,1,2,75.8,160.75,1,Yes
4700,1,0,1,0,28,1,2,1,0,2,2,0,2,0,0,0,1,96.6,2684.35,0,No
2824,1,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,2,98.5,3004.15,1,Yes
3872,1,0,1,1,70,1,0,1,2,2,2,2,2,0,2,1,1,101.1,6994.8,0,No
3547,0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,20.2,273.25,0,No
2034,0,1,1,0,59,1,2,1,2,2,2,2,0,0,1,1,2,94.05,5483.9,0,No
6387,1,1,1,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.25,1233.65,1,Yes
6128,1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,3,74.4,527.9,1,Yes
4544,0,0,1,0,62,1,0,0,2,0,2,2,2,2,2,0,3,81.0,4985.9,0,No
5834,0,0,0,0,21,1,0,0,2,0,2,2,0,0,1,1,2,60.25,1258.35,0,No
2801,0,0,0,0,2,1,0,0,0,0,2,0,0,2,0,0,2,60.85,111.4,0,No
1274,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,43.95,43.95,0,No
1373,1,0,0,0,4,1,0,1,0,0,2,0,0,2,0,0,2,86.05,308.1,0,No
809,0,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,1,20.25,383.65,0,No
5615,0,0,0,0,30,1,0,1,0,0,0,2,2,0,0,0,2,85.15,2555.9,1,Yes
1797,1,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,1,19.4,1284.2,0,No
1990,1,1,1,0,72,1,2,1,2,2,2,0,0,2,2,1,1,102.65,7550.3,0,No
1127,1,0,1,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.9,1110.05,0,No
5185,0,0,0,0,5,1,0,2,1,1,1,1,1,1,1,0,2,19.55,99.6,0,No
5225,1,1,1,0,71,1,0,1,0,2,2,2,0,2,2,1,1,95.5,6707.15,0,No
781,0,0,1,1,50,1,2,0,0,2,2,2,2,2,1,1,1,84.15,4164.4,0,No
1737,1,0,1,1,56,1,2,1,0,0,2,2,2,2,2,1,2,103.2,5873.75,0,No
4844,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,1,50.2,109.25,0,No
3279,0,1,0,0,2,1,2,1,0,0,2,0,0,2,0,1,2,88.55,179.25,1,Yes
5397,1,0,1,1,24,1,2,0,2,0,0,0,0,0,0,0,2,54.75,1338.15,1,Yes
4222,1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.95,862.4,0,No
6264,1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,2,116.25,8564.75,0,No
2575,0,0,0,0,29,0,1,0,0,0,0,2,0,0,0,1,2,31.2,926.2,0,No
2938,1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1718.2,0,No
3519,1,0,1,0,71,1,2,0,0,2,2,2,2,2,2,0,1,84.2,5956.85,0,No
2798,0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,91.3,91.3,1,Yes
5400,1,1,1,0,56,1,0,0,2,2,2,2,2,2,2,1,0,85.65,4824.45,0,No
4909,1,0,0,1,56,1,0,2,1,1,1,1,1,1,1,1,3,21.2,1238.65,0,No
1723,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.5,79.5,1,Yes
6959,0,0,1,0,28,1,2,2,1,1,1,1,1,1,1,0,3,25.55,672.2,0,No
4338,0,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,3,20.2,382.2,0,No
6024,1,0,1,0,66,1,2,0,0,0,0,2,0,2,0,0,2,63.85,4264.6,0,No
6889,0,0,1,1,17,1,2,0,0,0,2,2,0,0,1,1,3,61.95,1070.7,0,No
6016,1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,25.75,1345.85,0,No
4455,0,0,0,0,19,1,0,0,0,2,0,0,2,0,1,0,2,58.2,1045.25,0,No
5629,0,0,0,0,36,1,0,0,2,2,2,2,2,2,1,0,0,85.85,3003.55,0,No
4190,1,1,1,0,7,1,0,1,0,0,0,0,0,0,0,1,3,70.1,467.55,1,Yes
3372,1,0,1,1,72,1,2,1,2,2,2,2,0,2,1,1,1,104.9,7537.5,0,No
1820,1,0,1,1,67,1,2,1,2,2,2,0,2,2,1,1,2,111.3,7482.1,1,Yes
255,1,1,0,0,34,1,0,1,0,2,2,0,2,2,1,1,2,99.85,3343.15,0,No
2239,1,1,1,0,57,1,2,1,0,2,2,0,0,2,0,1,0,95.25,5427.05,1,Yes
2985,0,0,1,0,7,1,0,1,0,0,2,0,2,0,0,1,2,86.25,587.1,1,Yes
5116,0,1,1,0,1,1,2,1,0,0,2,0,2,2,0,1,2,100.8,100.8,1,Yes
3042,1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,1,0,19.55,161.15,0,No
4998,0,0,0,0,69,1,2,1,0,0,2,2,2,2,2,0,2,104.0,7028.5,0,No
4093,0,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,3,104.4,5232.9,0,No
5729,1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,19.5,225.85,0,No
3679,0,0,1,1,12,1,2,2,1,1,1,1,1,1,2,0,1,25.25,274.7,0,No
5911,0,0,0,0,14,1,0,1,0,2,0,0,0,2,0,1,2,86.3,1180.95,1,Yes
3006,0,0,1,0,70,0,1,0,2,0,2,2,0,2,2,1,0,49.85,3370.2,0,No
